,text,review,polarity_score,polarity
1416,saran kak dubbing nya ditingkatkan lagi jangan terlalu dekat dengan mic noise nya agak menganggu,"['saran', 'kak', 'dubbing', 'nya', 'ditingkatkan', 'lagi', 'jangan', 'terlalu', 'dekat', 'dengan', 'mic', 'noise', 'nya', 'agak', 'menganggu']",-13,negatif
1417,perlahan anda memksa rakyat vaksin padahal deh vaksin kedua,"['perlahan', 'anda', 'memksa', 'rakyat', 'vaksin', 'padahal', 'deh', 'vaksin', 'kedua']",-1,negatif
1418,memang disini rata rata yang comment literasinya rendah sekali bilang kenapa harus booster kalau sudah fully vaccinated lah memang efektivitasnya itu selamanya kan enggak sudah banyaj riset menunjukan kalau bisa turun efektivitasnya bilang kenapa masih kena covid padahal sudah sampai booster pada enggak baca apa memang enggak mau tahu kalau fungsi utama vaksin itu biar kalau kena covid kita enggak kena infeksi parah sampai masuk icu jangan kebanyakan konsumsi berita abal abal cari itu dari sumber informasi yang sah,"['memang', 'disini', 'rata', 'rata', 'yang', 'comment', 'literasinya', 'rendah', 'sekali', 'bilang', 'kenapa', 'harus', 'booster', 'kalau', 'sudah', 'fully', 'vaccinated', 'lah', 'memang', 'efektivitasnya', 'itu', 'selamanya', 'kan', 'enggak', 'sudah', 'banyaj', 'riset', 'menunjukan', 'kalau', 'bisa', 'turun', 'efektivitasnya', 'bilang', 'kenapa', 'masih', 'kena', 'covid', 'padahal', 'sudah', 'sampai', 'booster', 'pada', 'enggak', 'baca', 'apa', 'memang', 'enggak', 'mau', 'tahu', 'kalau', 'fungsi', 'utama', 'vaksin', 'itu', 'biar', 'kalau', 'kena', 'covid', 'kita', 'enggak', 'kena', 'infeksi', 'parah', 'sampai', 'masuk', 'icu', 'jangan', 'kebanyakan', 'konsumsi', 'berita', 'abal', 'abal', 'cari', 'itu', 'dari', 'sumber', 'informasi', 'yang', 'sah']",-65,negatif
1419,vaksin ini ampuh apa bagaimana vaksin bukannya ngurang bahkan menambah menambah setiap data menurun muncul varian corona baru setelah itu vaksin lagi begitu terus,"['vaksin', 'ini', 'ampuh', 'apa', 'bagaimana', 'vaksin', 'bukannya', 'ngurang', 'bahkan', 'menambah', 'menambah', 'setiap', 'data', 'menurun', 'muncul', 'varian', 'corona', 'baru', 'setelah', 'itu', 'vaksin', 'lagi', 'begitu', 'terus']",-14,negatif
1420,ah padahal indonesia sudah mampu membuat faksinsendiri merah putih yang lebih aman bahkan bosterlah apalah mana faksinn merah putih mana penemuan bangsa sendiri,"['ah', 'padahal', 'indonesia', 'sudah', 'mampu', 'membuat', 'faksinsendiri', 'merah', 'putih', 'yang', 'lebih', 'aman', 'bahkan', 'bosterlah', 'apalah', 'mana', 'faksinn', 'merah', 'putih', 'mana', 'penemuan', 'bangsa', 'sendiri']",-15,negatif
1421,kalo sudah divaksin dan pfizer enggak perlu vaksin kah atau bagaimana,"['kalo', 'sudah', 'divaksin', 'dan', 'pfizer', 'enggak', 'perlu', 'vaksin', 'kah', 'atau', 'bagaimana']",3,positif
1422,jadi buka saja masker kamu enggak perlu pakai masker kenapa masih takut,"['jadi', 'buka', 'saja', 'masker', 'kamu', 'enggak', 'perlu', 'pakai', 'masker', 'kenapa', 'masih', 'takut']",-5,negatif
1423,waws kalau kena saya salahkan kamu,"['waws', 'kalau', 'kena', 'saya', 'salahkan', 'kamu']",-7,negatif
1424,dan sepdhan vaksin booster hanya tambahan saja kak biasanya dikasi pilihan pfizer atau az jadi bebas vaksin ke itu pilihan personal mau apa,"['dan', 'sepdhan', 'vaksin', 'booster', 'hanya', 'tambahan', 'saja', 'kak', 'biasanya', 'dikasi', 'pilihan', 'pfizer', 'atau', 'az', 'jadi', 'bebas', 'vaksin', 'ke', 'itu', 'pilihan', 'personal', 'mau', 'apa']",3,positif
1425,nanti ada vaksin sampai corona lebaran deh,"['nanti', 'ada', 'vaksin', 'sampai', 'corona', 'lebaran', 'deh']",-3,negatif
1426,finally logic comment,"['finally', 'logic', 'comment']",0,positif
1427,kamu yang jualan vaksin iya atau yang jualan masker atau yang punya jasa klinik lab,"['kamu', 'yang', 'jualan', 'vaksin', 'iya', 'atau', 'yang', 'jualan', 'masker', 'atau', 'yang', 'punya', 'jasa', 'klinik', 'lab']",-6,negatif
1428,reuven rivlin presiden israel iya sekarang gratis enggak tahu nanti tahun,"['reuven', 'rivlin', 'presiden', 'israel', 'iya', 'sekarang', 'gratis', 'enggak', 'tahu', 'nanti', 'tahun']",5,positif
1429,rafa uteng masih lama tong,"['rafa', 'uteng', 'masih', 'lama', 'tong']",-4,negatif
1430,aman matamu,"['aman', 'matamu']",0,positif
1431,sklian brow mau balikin dana pemerintah lewat bisnis sama rakyat kan ke uangan indonesia deh hancur banget selama du tahun ini tes pcr jadi bisnis menguntungkan iya kan,"['sklian', 'brow', 'mau', 'balikin', 'dana', 'pemerintah', 'lewat', 'bisnis', 'sama', 'rakyat', 'kan', 'ke', 'uangan', 'indonesia', 'deh', 'hancur', 'banget', 'selama', 'du', 'tahun', 'ini', 'tes', 'pcr', 'jadi', 'bisnis', 'menguntungkan', 'iya', 'kan']",14,positif
1432,enggak pakai pop filter jadi begitu,"['enggak', 'pakai', 'pop', 'filter', 'jadi', 'begitu']",4,positif
1433,benar gemas banget bacanya kayak kecilnya enggak pernah sekolah kalau namanya virus memang selalu bermutasi beda sama bakteri jamur flu saja sampai hari ini vaksinnya berubah tiap tahun,"['benar', 'gemas', 'banget', 'bacanya', 'kayak', 'kecilnya', 'enggak', 'pernah', 'sekolah', 'kalau', 'namanya', 'virus', 'memang', 'selalu', 'bermutasi', 'beda', 'sama', 'bakteri', 'jamur', 'flu', 'saja', 'sampai', 'hari', 'ini', 'vaksinnya', 'berubah', 'tiap', 'tahun']",-8,negatif
1434,biasa pada enggak pernah belajar di sekolah vaksin itu apa,"['biasa', 'pada', 'enggak', 'pernah', 'belajar', 'di', 'sekolah', 'vaksin', 'itu', 'apa']",-4,negatif
1435,nah saya setuju dengan comment ini orang indonesia sebagian gampang kena isu bohong,"['nah', 'saya', 'setuju', 'dengan', 'comment', 'ini', 'orang', 'indonesia', 'sebagian', 'gampang', 'kena', 'isu', 'bohong']",-10,negatif
1436,true tertawa,"['true', 'tertawa']",5,positif
1437,hasyah,['hasyah'],0,positif
1438,habis booster sakit eh swab positif terus apa dong fungsi vaksin kan konyol,"['habis', 'booster', 'sakit', 'eh', 'swab', 'positif', 'terus', 'apa', 'dong', 'fungsi', 'vaksin', 'kan', 'konyol']",-7,negatif
1439,alaaaaaa,['alaaaaaa'],0,positif
1440,vaksin di suntik selusin juga enggak akan efektif,"['vaksin', 'di', 'suntik', 'selusin', 'juga', 'enggak', 'akan', 'efektif']",5,positif
1441,virus nya deh enggak sda bisniis harammmm,"['virus', 'nya', 'deh', 'enggak', 'sda', 'bisniis', 'harammmm']",0,positif
1442,biarr obat nya laris,"['biarr', 'obat', 'nya', 'laris']",-3,negatif
1443,vaksin kayak kintil tetap saja enggak sembuh tambah parah meningoy,"['vaksin', 'kayak', 'kintil', 'tetap', 'saja', 'enggak', 'sembuh', 'tambah', 'parah', 'meningoy']",-1,negatif
1444,bagaimana itu herd immunity isu bohong yang diberitakan kalau sudah divaksin siapa yang mau tanggung jawab dengan kebohongan herd immunity dengan vaksin,"['bagaimana', 'itu', 'herd', 'immunity', 'isu', 'bohong', 'yang', 'diberitakan', 'kalau', 'sudah', 'divaksin', 'siapa', 'yang', 'mau', 'tanggung', 'jawab', 'dengan', 'kebohongan', 'herd', 'immunity', 'dengan', 'vaksin']",-19,negatif
1445,virus terus ngasik sukses seng bisnis,"['virus', 'terus', 'ngasik', 'sukses', 'seng', 'bisnis']",6,positif
1446,suntil booster dari jumat tanggal sampai hari ini kepala sakit enggak hilang baik badan sehat bahkan jadi penyakitan,"['suntil', 'booster', 'dari', 'jumat', 'tanggal', 'sampai', 'hari', 'ini', 'kepala', 'sakit', 'enggak', 'hilang', 'baik', 'badan', 'sehat', 'bahkan', 'jadi', 'penyakitan']",-12,negatif
1447,capek capek badan ini capeee suntik sana sini colok sana sini enggak ada bagus bagusnya semua vaksin,"['capek', 'capek', 'badan', 'ini', 'capeee', 'suntik', 'sana', 'sini', 'colok', 'sana', 'sini', 'enggak', 'ada', 'bagus', 'bagusnya', 'semua', 'vaksin']",-8,negatif
1448,yeah manusia memang egois cuman mentingin diri sendiri enggak peduli kalo orang lain bisa mati gara mereka,"['yeah', 'manusia', 'memang', 'egois', 'cuman', 'mentingin', 'diri', 'sendiri', 'enggak', 'peduli', 'kalo', 'orang', 'lain', 'bisa', 'mati', 'gara', 'mereka']",-10,negatif
1449,padai cakap vaksin sudah varian baru dan baruuuuuu,"['padai', 'cakap', 'vaksin', 'sudah', 'varian', 'baru', 'dan', 'baruuuuuu']",-2,negatif
1450,oh saja,"['oh', 'saja']",-3,negatif
1451,sudah dua kali paksin masih tetap sakit saking banyaknya yang sakit termasuk aku kampungku sudah kaya lockdown sepi banget enggak ada yang keluar karena sakit semua rata sakit demam flu batuk pilek sekarang bahkan ada paksin ketiga apa sih gunanya paksin ujungnya tetap juga pergi berobat mau pergi ke mana juga susah mengurus apa susah dikit paksin sudah paksin suruh swab lah antigen lah kalo memang begitu kenapa mesti ada paksin ketiga lagi,"['sudah', 'dua', 'kali', 'paksin', 'masih', 'tetap', 'sakit', 'saking', 'banyaknya', 'yang', 'sakit', 'termasuk', 'aku', 'kampungku', 'sudah', 'kaya', 'lockdown', 'sepi', 'banget', 'enggak', 'ada', 'yang', 'keluar', 'karena', 'sakit', 'semua', 'rata', 'sakit', 'demam', 'flu', 'batuk', 'pilek', 'sekarang', 'bahkan', 'ada', 'paksin', 'ketiga', 'apa', 'sih', 'gunanya', 'paksin', 'ujungnya', 'tetap', 'juga', 'pergi', 'berobat', 'mau', 'pergi', 'ke', 'mana', 'juga', 'susah', 'mengurus', 'apa', 'susah', 'dikit', 'paksin', 'sudah', 'paksin', 'suruh', 'swab', 'lah', 'antigen', 'lah', 'kalo', 'memang', 'begitu', 'kenapa', 'mesti', 'ada', 'paksin', 'ketiga', 'lagi']",-62,negatif
1452,gue di vaksin kemarin malah sekarang sakit an sebelum di vaksin enggak sakit itu,"['gue', 'di', 'vaksin', 'kemarin', 'malah', 'sekarang', 'sakit', 'an', 'sebelum', 'di', 'vaksin', 'enggak', 'sakit', 'itu']",-12,negatif
1453,banyak varianya,"['banyak', 'varianya']",0,positif
1454,apa teman gue sudah kena kopet vaksin sudah booster juga sekarang kena lagi,"['apa', 'teman', 'gue', 'sudah', 'kena', 'kopet', 'vaksin', 'sudah', 'booster', 'juga', 'sekarang', 'kena', 'lagi']",-10,negatif
1455,kas negara terkuras hutang makin bengkak,"['kas', 'negara', 'terkuras', 'hutang', 'makin', 'bengkak']",-7,negatif
1456,setelah ini keluar vaksin senter enggak saja,"['setelah', 'ini', 'keluar', 'vaksin', 'senter', 'enggak', 'saja']",-6,negatif
1457,dosis pertama sudah kalau dosis kedua dan ketiga belum herd immunity itu memang yang diharapkan tapi iya belum tentu lancar karena virus itu bermutasi terus,"['dosis', 'pertama', 'sudah', 'kalau', 'dosis', 'kedua', 'dan', 'ketiga', 'belum', 'herd', 'immunity', 'itu', 'memang', 'yang', 'diharapkan', 'tapi', 'iya', 'belum', 'tentu', 'lancar', 'karena', 'virus', 'itu', 'bermutasi', 'terus']",-11,negatif
1458,baka kakikim jeda dosis satu dan dua itu cuma bulan masa belum ini sudah vaksinasi jalan tahun kali bang apalagi di dki sudah enggak terlihat itu namanya herd immunity,"['baka', 'kakikim', 'jeda', 'dosis', 'satu', 'dan', 'dua', 'itu', 'cuma', 'bulan', 'masa', 'belum', 'ini', 'sudah', 'vaksinasi', 'jalan', 'tahun', 'kali', 'bang', 'apalagi', 'di', 'dki', 'sudah', 'enggak', 'terlihat', 'itu', 'namanya', 'herd', 'immunity']",-6,negatif
1459,makanya bang jangan suntik booster,"['makanya', 'bang', 'jangan', 'suntik', 'booster']",-3,negatif
1460,oh itu efek samping buat yang menderita kegoblokan mbak alhamdulillah saya enggak mengidap kegoblokan jadi enggak sakit an sih habis vaksin,"['oh', 'itu', 'efek', 'samping', 'buat', 'yang', 'menderita', 'kegoblokan', 'mbak', 'alhamdulillah', 'saya', 'enggak', 'mengidap', 'kegoblokan', 'jadi', 'enggak', 'sakit', 'an', 'sih', 'habis', 'vaksin']",-16,negatif
1461,cill imun orang itu beda iya mbak ada juga yang di vaksin enggak kenapa terus ada juga yang di vaksin sakit demam pilek batuk iydah sipaling pintar,"['cill', 'imun', 'orang', 'itu', 'beda', 'iya', 'mbak', 'ada', 'juga', 'yang', 'di', 'vaksin', 'enggak', 'kenapa', 'terus', 'ada', 'juga', 'yang', 'di', 'vaksin', 'sakit', 'demam', 'pilek', 'batuk', 'iydah', 'sipaling', 'pintar']",-21,negatif
1462,dinda dewi nah itu mbaknya paham berarti masalahnya di sistem imun mbak bagaimana mbak jaga tubuh tetap fit bagaimana lifestyle mbak jadi bukan vaksin yang merusak sistem imun tubuh mbak karena banyak orang yang setelah vaksin sistem imunnya tetap bagus,"['dinda', 'dewi', 'nah', 'itu', 'mbaknya', 'paham', 'berarti', 'masalahnya', 'di', 'sistem', 'imun', 'mbak', 'bagaimana', 'mbak', 'jaga', 'tubuh', 'tetap', 'fit', 'bagaimana', 'lifestyle', 'mbak', 'jadi', 'bukan', 'vaksin', 'yang', 'merusak', 'sistem', 'imun', 'tubuh', 'mbak', 'karena', 'banyak', 'orang', 'yang', 'setelah', 'vaksin', 'sistem', 'imunnya', 'tetap', 'bagus']",-31,negatif
1463,banyak tarianya bang,"['banyak', 'tarianya', 'bang']",0,positif
1464,wkwkwk semakin bergoyang,"['wkwkwk', 'semakin', 'bergoyang']",5,positif
1465,pakai masker enggak,"['pakai', 'masker', 'enggak']",0,positif
1466,iya sekarang mencari pekerjaan susah apa harus ada surat vaksin tahi asuu,"['iya', 'sekarang', 'mencari', 'pekerjaan', 'susah', 'apa', 'harus', 'ada', 'surat', 'vaksin', 'tahi', 'asuu']",-15,negatif
1467,disana pemberian vaksin boster nya full bukan setengah seperti di sini,"['disana', 'pemberian', 'vaksin', 'boster', 'nya', 'full', 'bukan', 'setengah', 'seperti', 'di', 'sini']",-8,negatif
1468,habis vaksin lagi nanti mncul varian baru lagi,"['habis', 'vaksin', 'lagi', 'nanti', 'mncul', 'varian', 'baru', 'lagi']",-9,negatif
1469,orang indonesia bukan orang bodoh tapi mnghrgai kauorang allh egk tidur krma itu pasti ada anakmu anggota kluargamu,"['orang', 'indonesia', 'bukan', 'orang', 'bodoh', 'tapi', 'mnghrgai', 'kauorang', 'allh', 'egk', 'tidur', 'krma', 'itu', 'pasti', 'ada', 'anakmu', 'anggota', 'kluargamu']",-4,negatif
1470,butuhnya suntikan loker yang jelas wkwkw bukan makelar adm dan lain-lain,"['butuhnya', 'suntikan', 'loker', 'yang', 'jelas', 'wkwkw', 'bukan', 'makelar', 'adm', 'dan', 'lain-lain']",-13,negatif
1471,lemes pak lemes aaah,"['lemes', 'pak', 'lemes', 'aaah']",-6,negatif
1472,mencari uang buat lebaran,"['mencari', 'uang', 'buat', 'lebaran']",-2,negatif
1473,henti lah menipu rakyat hentikan bisnis haram ini,"['henti', 'lah', 'menipu', 'rakyat', 'hentikan', 'bisnis', 'haram', 'ini']",-4,negatif
1474,daya tahan tubuh dengan cara olahraga dan makin yang teratur bukan dengan cara di vaksinnn,"['daya', 'tahan', 'tubuh', 'dengan', 'cara', 'olahraga', 'dan', 'makin', 'yang', 'teratur', 'bukan', 'dengan', 'cara', 'di', 'vaksinnn']",-11,negatif
1475,alhamdulillah saya tanggal pebruari sudah vaksin ke bosther gratis aman itu dan indak ada masalah kita percaya kepada pemerintah apa sala jika kita usaha untuk jaga jaga untuk kebaikan,"['alhamdulillah', 'saya', 'tanggal', 'pebruari', 'sudah', 'vaksin', 'ke', 'bosther', 'gratis', 'aman', 'itu', 'dan', 'indak', 'ada', 'masalah', 'kita', 'percaya', 'kepada', 'pemerintah', 'apa', 'sala', 'jika', 'kita', 'usaha', 'untuk', 'jaga', 'jaga', 'untuk', 'kebaikan']",-4,negatif
1476,covid ini cuma mainan saja,"['covid', 'ini', 'cuma', 'mainan', 'saja']",-6,negatif
1477,kualitas vo nya menyedihkan,"['kualitas', 'vo', 'nya', 'menyedihkan']",0,positif
1478,bazzer penyebar covid,"['bazzer', 'penyebar', 'covid']",0,positif
1479,corona menyebar pesat lewat media,"['corona', 'menyebar', 'pesat', 'lewat', 'media']",-2,negatif
1480,tambah kayak,"['tambah', 'kayak']",0,positif
1481,tidak ada abisnya besok lusa keluar lagi varian baru dan aneka rasa memuakan,"['tidak', 'ada', 'abisnya', 'besok', 'lusa', 'keluar', 'lagi', 'varian', 'baru', 'dan', 'aneka', 'rasa', 'memuakan']",-10,negatif
1482,berarti vaksin dan ada gunanya vaksin terus,"['berarti', 'vaksin', 'dan', 'ada', 'gunanya', 'vaksin', 'terus']",2,positif
1483,alhamdulillah covid itu tidak menurar amin,"['alhamdulillah', 'covid', 'itu', 'tidak', 'menurar', 'amin']",-2,negatif
1484,kasihan tubuhku buat mal praktek asupan vaksin mau berapa kali vaksin lagi iya sampai bosan mau pergi kemana masih juga test ini itu kayak enggak guna vaksin jika pergian masih pakai test ini itu tahi,"['kasihan', 'tubuhku', 'buat', 'mal', 'praktek', 'asupan', 'vaksin', 'mau', 'berapa', 'kali', 'vaksin', 'lagi', 'iya', 'sampai', 'bosan', 'mau', 'pergi', 'kemana', 'masih', 'juga', 'test', 'ini', 'itu', 'kayak', 'enggak', 'guna', 'vaksin', 'jika', 'pergian', 'masih', 'pakai', 'test', 'ini', 'itu', 'tahi']",-8,negatif
1485,targetkan dekat ramadhan kita di lok don lagi sudah bisa tebak,"['targetkan', 'dekat', 'ramadhan', 'kita', 'di', 'lok', 'don', 'lagi', 'sudah', 'bisa', 'tebak']",-4,negatif
1486,menipu apa coba vaksin gratis buat tubuh sehat kok enggak mau aneh,"['menipu', 'apa', 'coba', 'vaksin', 'gratis', 'buat', 'tubuh', 'sehat', 'kok', 'enggak', 'mau', 'aneh']",3,positif
1487,kalau enggak imunisasi bagaimana kamu sekarang vaksin juga,"['kalau', 'enggak', 'imunisasi', 'bagaimana', 'kamu', 'sekarang', 'vaksin', 'juga']",-1,negatif
1488,rafa uteng buat apa vaksin alhamdulillah diberi badan sehat knapa harus vaksin,"['rafa', 'uteng', 'buat', 'apa', 'vaksin', 'alhamdulillah', 'diberi', 'badan', 'sehat', 'knapa', 'harus', 'vaksin']",-2,negatif
1489,rafa uteng imunisasi dimasa batita balita itu penting tapi kalo sudah besar mengapai di imunisasi lagi,"['rafa', 'uteng', 'imunisasi', 'dimasa', 'batita', 'balita', 'itu', 'penting', 'tapi', 'kalo', 'sudah', 'besar', 'mengapai', 'di', 'imunisasi', 'lagi']",-3,negatif
1490,iya untung situ enggak metong,"['iya', 'untung', 'situ', 'enggak', 'metong']",2,positif
1491,tetap saja suruh pakai masker mengapai masih takut sama koko vid buka dong maskernya,"['tetap', 'saja', 'suruh', 'pakai', 'masker', 'mengapai', 'masih', 'takut', 'sama', 'koko', 'vid', 'buka', 'dong', 'maskernya']",-2,negatif
1492,lilis jago nyepng kntl kalo pun ada yang mati kgk bakal di beritain tertawa,"['lilis', 'jago', 'nyepng', 'kntl', 'kalo', 'pun', 'ada', 'yang', 'mati', 'kgk', 'bakal', 'di', 'beritain', 'tertawa']",-3,negatif
1493,waws coba kamu hirup nafas orang kena covid berani enggak,"['waws', 'coba', 'kamu', 'hirup', 'nafas', 'orang', 'kena', 'covid', 'berani', 'enggak']",-5,negatif
1494,aneka rasa yang enak dan lezat,"['aneka', 'rasa', 'yang', 'enak', 'dan', 'lezat']",2,positif
1495,di amerika usaha ada list variannya sampai tahu,"['di', 'amerika', 'usaha', 'ada', 'list', 'variannya', 'sampai', 'tahu']",-4,negatif
1496,laris manis lagi jualan,"['laris', 'manis', 'lagi', 'jualan']",1,positif
1497,suntak suntik terus kayak ayam negeri anjing,"['suntak', 'suntik', 'terus', 'kayak', 'ayam', 'negeri', 'anjing']",-7,negatif
1498,ah saya sudah di faksin bahkan jadi sering kena covid ngaruhnya apa di paksin,"['ah', 'saya', 'sudah', 'di', 'faksin', 'bahkan', 'jadi', 'sering', 'kena', 'covid', 'ngaruhnya', 'apa', 'di', 'paksin']",-6,negatif
1499,lebih baik lihat prodcast ibu siti fadilah lebih mencerahkan tv saja kalo pakai booster ada efeknya tv jadi jernih nah ini sudah di booster kena kena juga terus apa gunanya vaksin itu enggak jelas fungsinya jadi ragu padahal kan intinya meningkatkan kekebalan tubuh kita sendiri enggak harus terus terusan vaksin kanlebih baik pakai vitamin lebih aman lagian imun alami jauh lebih kuat dan permanent dari pada imun buatan,"['lebih', 'baik', 'lihat', 'prodcast', 'ibu', 'siti', 'fadilah', 'lebih', 'mencerahkan', 'tv', 'saja', 'kalo', 'pakai', 'booster', 'ada', 'efeknya', 'tv', 'jadi', 'jernih', 'nah', 'ini', 'sudah', 'di', 'booster', 'kena', 'kena', 'juga', 'terus', 'apa', 'gunanya', 'vaksin', 'itu', 'enggak', 'jelas', 'fungsinya', 'jadi', 'ragu', 'padahal', 'kan', 'intinya', 'meningkatkan', 'kekebalan', 'tubuh', 'kita', 'sendiri', 'enggak', 'harus', 'terus', 'terusan', 'vaksin', 'kanlebih', 'baik', 'pakai', 'vitamin', 'lebih', 'aman', 'lagian', 'imun', 'alami', 'jauh', 'lebih', 'kuat', 'dan', 'permanent', 'dari', 'pada', 'imun', 'buatan']",-30,negatif
1500,menunggu datang vaksin master baru gue vaksin deh,"['menunggu', 'datang', 'vaksin', 'master', 'baru', 'gue', 'vaksin', 'deh']",-8,negatif
1501,teman gue banyak min yang kena omicron padahal sudah booster yang diawal sinovac booster jatohnya kali suntik gila,"['teman', 'gue', 'banyak', 'min', 'yang', 'kena', 'omicron', 'padahal', 'sudah', 'booster', 'yang', 'diawal', 'sinovac', 'booster', 'jatohnya', 'kali', 'suntik', 'gila']",-15,negatif
1502,efektifitas tetap saja giliran kena mah positif fungsi vaksin mengira supaya kebal virus tapi enggak tahu juga antara kena benaran atau tes swab yang salah bahkan bingung sekarang rakyat panas dikit positif tenggorokan gatel dikit positif padahal sudah vaksin kali what the fuck dengan semua ini semua oknum ini,"['efektifitas', 'tetap', 'saja', 'giliran', 'kena', 'mah', 'positif', 'fungsi', 'vaksin', 'mengira', 'supaya', 'kebal', 'virus', 'tapi', 'enggak', 'tahu', 'juga', 'antara', 'kena', 'benaran', 'atau', 'tes', 'swab', 'yang', 'salah', 'bahkan', 'bingung', 'sekarang', 'rakyat', 'panas', 'dikit', 'positif', 'tenggorokan', 'gatel', 'dikit', 'positif', 'padahal', 'sudah', 'vaksin', 'kali', 'what', 'the', 'fuck', 'dengan', 'semua', 'ini', 'semua', 'oknum', 'ini']",-18,negatif
1503,kok enggak pencet jarum suntiknya,"['kok', 'enggak', 'pencet', 'jarum', 'suntiknya']",-6,negatif
1504,voice overnya mohon ditingkatkan kok begini amat,"['voice', 'overnya', 'mohon', 'ditingkatkan', 'kok', 'begini', 'amat']",3,positif
1505,nanti mutasi lagi enggak mutasi gratis lho,"['nanti', 'mutasi', 'lagi', 'enggak', 'mutasi', 'gratis', 'lho']",-1,negatif
1506,vaksin vaksin kintil di vaksin tetap saja banyak yang kena bahkan tambah parah dari yang sebelumnya,"['vaksin', 'vaksin', 'kintil', 'di', 'vaksin', 'tetap', 'saja', 'banyak', 'yang', 'kena', 'bahkan', 'tambah', 'parah', 'dari', 'yang', 'sebelumnya']",-18,negatif
1507,hahahahahha abia booster aa lagi dibilang mampu waktu kali vaksin juga dibilang mampu bisnis vaksin corona eee,"['hahahahahha', 'abia', 'booster', 'aa', 'lagi', 'dibilang', 'mampu', 'waktu', 'kali', 'vaksin', 'juga', 'dibilang', 'mampu', 'bisnis', 'vaksin', 'corona', 'eee']",-4,negatif
1508,aku pernah sakit tapi sembuh sendiri tanpa obat apa lagi vaksin,"['aku', 'pernah', 'sakit', 'tapi', 'sembuh', 'sendiri', 'tanpa', 'obat', 'apa', 'lagi', 'vaksin']",-12,negatif
1509,stok import belum habis kayaknya ini,"['stok', 'import', 'belum', 'habis', 'kayaknya', 'ini']",-4,negatif
1510,suntik vaksin enggak mempan nanti ada suntik mati masal,"['suntik', 'vaksin', 'enggak', 'mempan', 'nanti', 'ada', 'suntik', 'mati', 'masal']",-2,negatif
1511,putus asa,"['putus', 'asa']",-1,negatif
1512,hebat cok nyawa manusia di jadikan ekspesimen rakyat di bodohi di tipu di tindass kirang apa lagi,"['hebat', 'cok', 'nyawa', 'manusia', 'di', 'jadikan', 'ekspesimen', 'rakyat', 'di', 'bodohi', 'di', 'tipu', 'di', 'tindass', 'kirang', 'apa', 'lagi']",-3,negatif
1513,voksan vaksin voksan vaksin ujungnya sama saja masih ada congornya bebas lah indonesia kayak dulu lagi,"['voksan', 'vaksin', 'voksan', 'vaksin', 'ujungnya', 'sama', 'saja', 'masih', 'ada', 'congornya', 'bebas', 'lah', 'indonesia', 'kayak', 'dulu', 'lagi']",-9,negatif
1514,yang buka jasa vaksin yang sudah sampai kali vaksin kuatnya bukan main,"['yang', 'buka', 'jasa', 'vaksin', 'yang', 'sudah', 'sampai', 'kali', 'vaksin', 'kuatnya', 'bukan', 'main']",-10,negatif
1515,suntik sampai kembung,"['suntik', 'sampai', 'kembung']",-5,negatif
1516,kalau kena iya enggak separah kena tanpa vaksin,"['kalau', 'kena', 'iya', 'enggak', 'separah', 'kena', 'tanpa', 'vaksin']",-7,negatif
1517,rafa uteng gue kgk vaksin tiap hari kgk maskeran nangkring gue saja kgk pernah sakit gue bahkan pas kena kgk merasa apa,"['rafa', 'uteng', 'gue', 'kgk', 'vaksin', 'tiap', 'hari', 'kgk', 'maskeran', 'nangkring', 'gue', 'saja', 'kgk', 'pernah', 'sakit', 'gue', 'bahkan', 'pas', 'kena', 'kgk', 'merasa', 'apa']",-25,negatif
1518,christian dajoh bagus deh mas sehat ya sekeluarga,"['christian', 'dajoh', 'bagus', 'deh', 'mas', 'sehat', 'ya', 'sekeluarga']",5,positif
1519,diana kartini putri iya mbak terima kasih mbak juga sehat sekeluarga,"['diana', 'kartini', 'putri', 'iya', 'mbak', 'terima', 'kasih', 'mbak', 'juga', 'sehat', 'sekeluarga']",6,positif
1520,gue setuju gue masih percaya sama tubuh gue sendiri dengan makanan sehat kita bisa kenyang kok,"['gue', 'setuju', 'gue', 'masih', 'percaya', 'sama', 'tubuh', 'gue', 'sendiri', 'dengan', 'makanan', 'sehat', 'kita', 'bisa', 'kenyang', 'kok']",8,positif
1521,teman gue pingsan habis booster teman gue kena omicron padahal sudah booster fungsi vaksin menurut kalangan mereka iya mengurangi efek kalau terkena virus wkwkwk begitu saja terus sampai divaksin puluhan kali,"['teman', 'gue', 'pingsan', 'habis', 'booster', 'teman', 'gue', 'kena', 'omicron', 'padahal', 'sudah', 'booster', 'fungsi', 'vaksin', 'menurut', 'kalangan', 'mereka', 'iya', 'mengurangi', 'efek', 'kalau', 'terkena', 'virus', 'wkwkwk', 'begitu', 'saja', 'terus', 'sampai', 'divaksin', 'puluhan', 'kali']",-1,negatif
1522,vaksin bukan penangkal virus bang tapi untuk mengurangi dampak yang disebabkan oleh virusnya,"['vaksin', 'bukan', 'penangkal', 'virus', 'bang', 'tapi', 'untuk', 'mengurangi', 'dampak', 'yang', 'disebabkan', 'oleh', 'virusnya']",-11,negatif
